AAR05727	aac3iia	602	AY333434	Y	Y
P0A256	aac3iia	550	0	Y	Y
AAS64388	aac3iia	287	AY553612	N	Y
AAS89645	aac3iia	470	AY578088	N	N
CAD38267	aac3iia	40214	AJ493430	N	Y
ABS70977	aac3iia	562	EU022314	Y	Y
AAN87703	aac3iia	546	AF550415	Y	Y
YP_194873	aac3iia	602	NC_006816	Y	Y
AAS64386	aac3iia	573	AY553610	N	Y
AAT71311	aac3iia	287	AY566701	N	N
CAD38274	aac3iia	562	AJ493437	N	Y
ABL86708	aac3iia	562	EF067854	N	N
Q01515	aac3iib	615	0	Y	Y
AAA26548	aac3iib	615	M97172	N	N
AAC26211	aac3iv	76537	AF062081	N	N
CAI94539	aac3iv	328508	AJ937361	N	N
CAD27711	aac3iv	189732	AJ438947	N	N
CAD38269	aac3iv	316	AJ493432	N	Y
CAJ97370	aac3iv	32630	AM238629	N	N
ABC02230	aac3iv	360401	DQ309424	N	N
CAJ97368	aac3iv	32630	AM238627	N	N
AAO61670	aac3iv	197	AY216678	N	Y
CAC93947	aac3iv	173260	AJ414670	N	N
ABC47322	aac3iv	363018	DQ316260	N	N
ABB43029	aac3iv	562	DQ241380	Y	Y
CAJ97364	aac3iv	32630	AM238623	N	N
CAD38275	aac3iv	562	AJ493438	N	Y
CAA67691	aac3iv	32630	X99313	N	N
ABG72764	aac3iv	393138	DQ823234	N	N
AAL61990	aac3iv	184071	AY072040	N	N
CAJ97363	aac3iv	32630	AM238622	N	N
AAZ04376	aac3iv	335384	DQ095874	N	N
AAC34769	aac3iv	76524	AF061923	N	N
CAD27710	aac3iv	189731	AJ438946	N	N
CAD97425	aac3iv	32630	AJ566337	N	N
CAJ97369	aac3iv	32630	AM238628	N	N
P08988	aac3iv	599	0	Y	Y
AAZ32775	aac3iv	338425	DQ124229	N	N
ABO14700	aac3iv	426112	EF405884	N	N
CAA25642	aac3iv	562	X01385	Y	Y
CAJ97362	aac3iv	32630	AM238621	N	N
CAD27419	aac3iv	189729	AJ431690	N	N
P29810	aac3ix	1874	0	Y	Y
AAA25334	aac3ix	1874	M55427	N	N
AAX11250	aac3ia	313916	AY906831	N	N
ABS87319	aac3ia	458222	EU024545	N	N
AAK19122	aac3ia	287	AF263520	Y	Y
AAB40012	aac3ia	33786	U07166	N	N
AAT11775	aac3ia	275446	AY599234	N	N
AAT08987	aac3ia	274580	AY597270	N	N
ABS87332	aac3ia	458215	EU024550	N	N
AAC53614	aac3ia	42702	U35129	N	N
ABD37291	aac3ia	370440	DQ366300	N	N
AAP04015	aac3ia	227694	AY256857	N	N
CAA33850	aac3ia	2477	X15852	Y	Y
AAO62543	aac3ia	221493	AY187049	N	N
AAK12088	aac3ia	287	AF318077	Y	Y
AAV28493	aac3ia	296638	AY737004	N	N
CAB93900	aac3ia	128137	AJ401048	N	N
AAT11770	aac3ia	275444	AY599232	N	N
ABF74533	aac3ia	383985	DQ493879	N	N
AAX14007	aac3ia	470	AY922990	Y	Y
AAT72051	aac3ia	284488	AY652435	N	N
ABM88727	aac3ia	420518	EF199842	N	N
AAP74375	aac3ia	470	AY307113	Y	Y
AAU94686	aac3ia	295022	AY619004	N	N
CAC14441	aac3ia	127659	AJ278279	N	N
ABO42033	aac3ia	470	EF015499	Y	Y
CAI46944	aac3ia	287	AJ877225	Y	Y
AAT51721	aac3ia	470	AY577724	Y	Y
AAX14012	aac3ia	470	AY922991	Y	Y
CAA09784	aac3ia	83685	AJ011792	N	N
AAR13801	aac3ia	254251	AY438650	N	N
ABB04071	aac3ia	349294	DQ230321	N	N
AAN41440	aac3ia	77133	AY139604	Y	Y
ABG56568	aac3ia	390911	DQ642036	N	N
AAB20441	aac3ia	615	S68049	Y	Y
CAC14213	aac3ia	32630	AJ299427	N	N
ABB97070	aac3ia	360165	DQ296494	N	N
AAC31620	aac3ia	67802	AF025392	N	N
A13748	aac3ia	562	0	N	Y
AAT11772	aac3ia	275445	AY599233	N	N
AAA67176	aac3ia	40154	U04610	N	N
AAT09789	aac3ia	274590	AY598466	N	N
AAC77497	aac3ia	571	U90945	Y	Y
CAB46255	aac3ia	98936	AJ247370	N	N
AAA65388	aac3ia	38737	U22104	N	N
AAB40018	aac3ia	33787	U07167	N	N
AAA86128	aac3ia	45391	U33752	N	N
ABK35090	aac3ia	470	EF033072	Y	Y
AAC34763	aac3ia	76521	AF061920	N	N
CAC14211	aac3ia	32630	AJ299426	N	N
AAU94688	aac3ia	295023	AY619005	N	N
AAC25440	aac3ia	32630	U73849	N	N
CAB93487	aac3ia	127656	AJ278282	N	N
AAL09897	aac3ia	172355	AY048730	N	N
ABF74530	aac3ia	383984	DQ493878	N	N
CAD38266	aac3ia	40214	AJ493429	N	Y
ABM69034	aac3ia	420185	EF192606	N	N
ABB71435	aac3ia	356551	DQ266355	N	N
AAA57328	aac3ia	37981	U17501	N	N
ABD73286	aac3ia	375452	DQ408591	N	N
CAA10280	aac3ia	85606	AJ131020	N	N
AAG17707	aac3ia	573	AF282595	N	N
AAC31178	aac3ia	32630	AF080392	N	N
AAW56202	aac3ia	308037	AY712952	N	N
AAL09905	aac3ia	172361	AY048736	N	N
ABN54765	aac3ia	418829	EF153730	N	N
AAO38721	aac3ia	218302	AY178451	N	N
AAL51023	aac3ia	615	AF453999	Y	Y
ABS87302	aac3ia	458223	EU024543	N	N
ABO42026	aac3ia	470	EF015496	Y	Y
A60451	aac3ia	562	0	Y	Y
CAA07079	aac3ia	1916	AJ006518	Y	Y
ABF74527	aac3ia	383986	DQ493877	N	N
AAC26207	aac3ia	76535	AF062079	N	N
ABN54774	aac3ia	418828	EF153732	N	N
ABN54768	aac3ia	418830	EF153731	N	N
AAL09902	aac3ia	172359	AY048734	N	N
AAU93502	aac3ia	573	AY675231	N	N
AAO66600	aac3ia	224990	AY222820	N	N
CAC14454	aac3ia	129197	AJ403983	N	N
AAD16337	aac3ia	88283	AF100177	N	N
ABD04043	aac3ia	470	DQ370505	Y	Y
AAM08184	aac3ia	287	AF347074	N	N
ABB04057	aac3ia	349290	DQ230317	N	N
NP_863004	aac3ia	562	NC_004998	Y	Y
AAC31177	aac3ia	32630	AF080391	N	N
AAS47486	aac3ia	470	AY529103	N	Y
ABB04068	aac3ia	349293	DQ230320	N	N
AAF01201	aac3ia	103609	AF179893	N	N
ABG56588	aac3ia	390915	DQ642040	N	N
ABG56593	aac3ia	390916	DQ642041	N	N
ABS87330	aac3ia	458214	EU024549	N	N
AAL09906	aac3ia	172362	AY048737	N	N
YP_245441	aac3ia	287	NC_007100	Y	Y
AAK68634	aac3ia	32630	AY037297	N	N
ABG56603	aac3ia	390918	DQ642043	N	N
ABG56559	aac3ia	390909	DQ642034	N	N
AAO49599	aac3ia	562	AF550679	N	N
AAB06696	aac3ia	51200	U25061	N	N
AAZ80482	aac3ia	341219	DQ153108	N	N
P23181	aac3ia	287	0	Y	Y
CAC27830	aac3ia	151158	AJ310442	N	N
AAG15269	aac3ia	287	U12338	N	N
AAA57331	aac3ia	37982	U17502	N	N
AAT11768	aac3ia	275443	AY599231	N	N
ABB97073	aac3ia	360166	DQ296495	N	N
CAA08847	aac3ia	602	AJ009820	Y	Y
AAL09904	aac3ia	172360	AY048735	N	N
ABA00722	aac3ia	342895	DQ119284	N	N
AAV59013	aac3ia	287	AY775051	N	N
AAX73180	aac3ia	321303	AY962893	N	N
ABO60941	aac3ia	433622	EF456740	N	N
ABG56572	aac3ia	390912	DQ642037	N	N
AAF00475	aac3ia	102682	AF179381	N	N
ABF72511	aac3ia	32630	DQ530421	N	N
AAC27025	aac3ia	73159	AF047518	N	N
AAB60000	aac3ia	287	U12338	Y	Y
ABB13466	aac3ia	351347	DQ227505	N	N
AAM19722	aac3ia	192854	AY093430	N	N
ABB04086	aac3ia	349297	DQ230324	N	N
BAE92209	aac3ia	378040	AB254131	N	N
ABF74536	aac3ia	383983	DQ493880	N	N
CAJ77083	aac3ia	470	CT025832	Y	Y
CAJ32498	aac3ia	287	AM087409	Y	Y
ABB04065	aac3ia	349292	DQ230319	N	N
AAF68257	aac3ia	573	AF207065	Y	Y
CAC93939	aac3ia	173256	AJ414668	N	N
CAH04903	aac3ia	470	AJ784787	Y	Y
AAB96367	aac3ia	32630	U72638	N	N
AAT48072	aac3ia	287	AY625685	N	Y
AAD16317	aac3ia	88232	AF100175	N	N
AAC53616	aac3ia	42703	U35130	N	N
ABB97076	aac3ia	360167	DQ296496	N	N
CAC83785	aac3ia	470	AJ310480	Y	Y
YP_001481443	aac3vi	405955	NC_009838	Y	Y
ABF67772	aac3vi	405955	DQ517526	N	N
YP_001102018	aac3vi	423368	NC_009140	Y	Y
AAA16194	aac3vi	550	M88012	Y	Y
ABO41023	aac3vi	423368	CP000604	N	N
AAA88552	aac3vii	1927	M22999	Y	Y
P30180	aac3vii	92743	0	Y	Y
CAG44462	aac3vii	92743	AJ749845	N	N
CAG34024	aac3viii	80859	AJ744850	Y	Y
CAH58703	aac3viii	1906	AJ843080	Y	Y
AAA26685	aac3viii	1906	M55426	N	N
CAG34706	aac3viii	80859	AJ748131	Y	Y
P29809	aac3viii	1906	0	Y	Y
CAF33325	aac3viii	1906	AJ629247	Y	Y
BAD95833	aac3viii	1906	AB211959	Y	Y
BAA78619	aac3x	1911	AB028210	Y	Y
AAD03495	aac6i	70350	AF031331	N	N
AAC41391	aac6i	470	L29044	Y	Y
AAD03493	aac6i	70348	AF031329	Y	Y
AAD03490	aac6i	70345	AF031326	N	N
I39504	aac6i	472	0	N	N
AAD03494	aac6i	70349	AF031330	Y	Y
AAD03492	aac6i	70347	AF031328	Y	Y
AAC41392	aac6i	72607	L29045	N	N
AAD03496	aac6i	70351	AF031332	Y	Y
AAD03491	aac6i	70346	AF031327	Y	Y
ABL95928	aac6iia	470	EF127959	Y	Y
ABD64145	aac6iia	644	DQ402099	Y	Y
ABB92630	aac6iia	287	DQ288251	Y	Y
ABI63578	aac6iia	573	DQ902344	Y	Y
ABE03749	aac6iia	287	DQ445306	N	N
ABJ90433	aac6iia	644	DQ993182	N	N
AAM92464	aac6iia	90370	AY123251	Y	Y
AAS48528	aac6iia	287	AY560575	N	N
AAU93497	aac6iia	573	AY675226	N	N
ABB71441	aac6iia	287	DQ266447	Y	Y
CAL30104	aac6iia	287	AM296017	Y	Y
AAA25688	aac6iia	287	M29695	Y	Y
AAU93496	aac6iia	287	AY675225	N	N
ABL09104	aac6iia	34085	EF105290	Y	Y
ABD58909	aac6iia	287	DQ393782	Y	Y
AAA25680	aac6iib	294	L06163	Y	Y
BAD06400	aac6ia	573	AB113580	Y	Y
P10051	aac6ia	545	0	Y	Y
BAB72153	aac6ia	562	AB061794	Y	Y
AAC14729	aac6ia	2468	AF047479	Y	Y
AAA98298	aac6ia	2508	M18967	Y	Y
BAD08690	aac6ia	573	AB116260	Y	Y
AAA72107	aac6ia	624	M86913	Y	Y
AAG45714	aac6ia	562	AF205943	Y	Y
BAD11027	aac6ia	573	AB116723	N	N
AAK17118	aac6ib	287	AF302086	N	Y
AAA98404	aac6ib	573	M55547	Y	Y
AAL93141	aac6ib	573	AF479774	N	N
CAL85436	aac6ib	546	AM412777	N	Y
YP_112393	aac6ib	77133	NC_006352	N	Y
AAT70810	aac6ib	573	AY648370	N	N
YP_001338668	aac6ib	0	NC_009650	Y	Y
AAT70815	aac6ib	573	AY648375	N	N
AAB24284	aac6ib	616	S49888	N	Y
AAK51922	aac6ib	573	AF360378	N	N
CAL36584	aac6ib	287	AM392427	N	N
CAI94379	aac6ib	287	AJ969237	N	N
AAO49600	aac6ib	562	AF550679	N	N
AAO32357	aac6ib	573	AY219651	N	Y
AAT70786	aac6ib	573	AY648346	N	N
ABU95661	aac6ib	550	EU052800	N	Y
AAY33964	aac6ib	573	AY987853	N	Y
ABO88213	aac6ib	621	EF501993	N	Y
CAI94370	aac6ib	287	AJ969236	N	Y
AAK51930	aac6ib	573	AF360386	N	N
AAK51932	aac6ib	573	AF360388	N	N
ABV89602	aac6ib	550	EU159121	N	N
AAT70795	aac6ib	573	AY648355	N	N
ABO21793	aac6ib	287	EF138817	N	N
AAY84705	aac6ib	562	AY912492	N	N
AAL35588	aac6ib	197	AF439786	N	Y
AAQ56185	aac6ib	90370	AY348316	N	Y
CAH05140	aac6ib	287	AJ784805	N	Y
AAD22142	aac6ib	548	AF034958	N	Y
CAJ58445	aac6ib	287	AM180753	N	Y
AAK51919	aac6ib	573	AF360375	N	N
AAT94163	aac6ib	85698	AY686225	N	Y
ABP35556	aac6ib	562	EF488369	N	Y
AAT70813	aac6ib	573	AY648373	N	N
CAA48307	aac6ib	562	X68227	N	Y
P19650	aac6ib	573	0	Y	Y
AAD44727	aac6ib	32630	AF139871	N	N
ABQ16538	aac6ib	562	EF542813	N	N
ABQ65134	aac6ib	303	EF577409	N	N
AAU06222	aac6ib	287	AY702100	N	Y
ABO88211	aac6ib	562	EF501991	N	N
AAT70805	aac6ib	573	AY648365	N	N
ABW70407	aac6ib	470	EF653398	N	Y
AAK51924	aac6ib	573	AF360380	N	N
ABU88989	aac6ib	287	EU090799	N	N
AAM52493	aac6ib	666	AY103455	N	Y
ABU88876	aac6ib	550	EU091084	N	N
AAK13431	aac6ib	573	AF322577	N	Y
S67948	aac6ib	287	0	N	Y
ABU63955	aac6ib	548	EU081298	N	Y
CAI94362	aac6ib	287	AJ969235	N	Y
CAE48336	aac6ib	287	AJ584652	N	N
ABP87793	aac6ib	550	EF529518	N	N
AAT70781	aac6ib	573	AY648341	N	N
ABQ01129	aac6ib	77133	EF514366	N	N
ABV68903	aac6ib	644	EU143767	N	Y
CAD20933	aac6ib	595	AJ311891	N	Y
AAK50435	aac6ib	287	AY029772	N	Y
NP_863005	aac6ib	562	NC_004998	Y	Y
AAT70794	aac6ib	573	AY648354	N	N
AAK12086	aac6ib	287	AF318077	N	Y
ABD04042	aac6ib	470	DQ370505	N	Y
CAI43356	aac6ib	287	AJ867812	N	N
CAG23927	aac6ib	287	AJ634050	N	Y
AAK51934	aac6ib	573	AF360390	N	N
AAA69747	aac6ib	2578	M21682	Y	Y
AAS48662	aac6ib	287	AY560837	N	Y
AAC46343	aac6ib	287	U59183	Y	Y
AAA25646	aac6ib	2637	M11444	N	Y
AAF72941	aac6ib	287	AF231133	N	Y
ABN13423	aac6ib	287	EF368053	N	Y
ABN10349	aac6ib	287	EF207719	N	N
CAA42873	aac6ib	287	X60321	N	Y
AAD44725	aac6ib	32630	AF139869	N	N
CAA11472	aac6ib	287	AJ223604	N	Y
AAP22973	aac6ib	562	AY260546	N	Y
AAP50250	aac6ib	287	AY294333	N	Y
AAT70807	aac6ib	573	AY648367	N	N
AAN41416	aac6ib	77133	AY139593	N	Y
AAT70811	aac6ib	573	AY648371	N	N
CAI78824	aac6ib	322746	AJ937775	N	Y
AAK51926	aac6ib	573	AF360382	N	N
ABQ01127	aac6ib	77133	EF514364	N	N
AAO15534	aac6ib	573	AF458080	N	Y
BAB71949	aac6ib	615	AB070224	N	N
AAT70782	aac6ib	573	AY648342	N	N
AAO84011	aac6ib	59201	AY220520	N	Y
AAC23553	aac6ib	287	AF024602	N	Y
ABQ01130	aac6ib	77133	EF514367	N	Y
AAK72474	aac6ib	470	AY038837	N	Y
ABM67077	aac6ib	648	EF118171	N	Y
ABV24339	aac6ib	573	EU117158	N	N
ABA26537	aac6ib	287	DQ139280	N	Y
ABJ09666	aac6ib	287	DQ984668	N	N
ABD58923	aac6ib	287	DQ393784	N	N
ABD04053	aac6ib	624	DQ321671	N	Y
P20092	aac6ib	615	0	Y	Y
CAJ65587	aac6ib	550	AM183120	N	Y
ABN54713	aac6ib	562	EF370423	N	N
AAT70801	aac6ib	573	AY648361	N	N
ABN48565	aac6ib	40324	EF210035	N	Y
ABP63567	aac6ib	303	EF522838	N	Y
AAF27724	aac6ib	573	AF156486	N	Y
AAT70799	aac6ib	573	AY648359	N	N
CAB46687	aac6ib	287	Y18050	N	Y
AAL82588	aac6ib	287	AF355189	N	Y
ABO61518	aac6ib	573	EF465463	N	N
CAG30884	aac6ib	77133	AJ744860	N	Y
AAL51021	aac6ib	615	AF453998	Y	Y
AAT70808	aac6ib	573	AY648368	N	N
AAT70789	aac6ib	573	AY648349	N	N
AAK51935	aac6ib	573	AF360391	N	N
AAV59012	aac6ib	287	AY775051	N	N
BAD98311	aac6ib	562	AB212941	N	Y
AAT70792	aac6ib	573	AY648352	N	N
CAH05134	aac6ib	287	AJ784804	N	Y
AAT70798	aac6ib	573	AY648358	N	N
AAX10137	aac6ib	573	AY912486	N	N
CAJ32487	aac6ib	287	AM087404	N	Y
ABN51215	aac6ib	550	EF375620	N	N
AAB88284	aac6ib	2578	AF012279	N	N
AAT74613	aac6ib	287	AY660529	N	N
AAF87684	aac6ib	573	AF227505	N	N
ABK27310	aac6ib	85698	EF027105	N	Y
AAS64385	aac6ib	562	AY553609	N	N
AAL38577	aac6ib	470	AF445082	N	Y
CAC85942	aac6ib	470	AJ313334	N	Y
ABQ01125	aac6ib	77133	EF514361	N	N
AAD44724	aac6ib	32630	AF139868	N	N
AAT70784	aac6ib	573	AY648344	N	N
AAT46412	aac6ib	281394	AY623046	N	N
AAN77713	aac6ib	562	AY152821	N	Y
AAU09448	aac6ib	550	AY663803	N	N
ABD22980	aac6ib	287	DQ342344	N	N
ABQ65131	aac6ib	287	EF577408	N	N
AAA69748	aac6ib	2578	M21682	N	N
AAK54201	aac6ib	48296	AF369871	N	Y
CAD56840	aac6ib	287	AJ515707	N	Y
AAK49459	aac6ib	287	AF315786	N	Y
CAD29130	aac6ib	303	AJ439689	N	Y
AAA25685	aac6ib	294	L25666	N	Y
CAI47809	aac6ib	287	AJ878850	N	Y
CAD31708	aac6ib	592	AJ487034	N	Y
AAT94166	aac6ib	85698	AY686225	N	N
AAT70818	aac6ib	573	AY648378	N	N
AAX54878	aac6ib	287	AY954726	N	N
AAK55331	aac6ib	292	AF371964	N	Y
AAT70803	aac6ib	573	AY648363	N	N
AAR18814	aac6ib	573	AY370764	N	Y
CAE46711	aac6ib	287	AJ581664	N	Y
AAD44722	aac6ib	32630	AF139866	N	N
ABD58925	aac6ib	287	DQ393784	N	N
AAF68256	aac6ib	573	AF207065	N	N
ABR80438	aac6ib	0	CP000649	N	N
ABO21792	aac6ib	287	EF138817	N	Y
AAK51937	aac6ib	573	AF360393	N	N
AAN41420	aac6ib	77133	AY139595	N	N
CAE51024	aac6ib	287	AJ585042	N	Y
CAB94708	aac6ib	470	AJ243491	N	Y
AAW78355	aac6ib	587	AY887109	N	Y
AAT70796	aac6ib	573	AY648356	N	N
CAE48335	aac6ib	287	AJ584652	N	Y
AAN63497	aac6ib	287	AF317511	N	N
AAK51928	aac6ib	573	AF360384	N	N
ABG77519	aac6ib	287	DQ767903	Y	Y
ABL86709	aac6ib	562	EF067855	N	N
CAI94348	aac6ib	287	AJ969233	N	Y
AAK51931	aac6ib	573	AF360387	N	N
AAZ82487	aac6ib	573	DQ153217	N	Y
AAS79145	aac6ib	287	AY507153	N	N
CAC82723	aac6ib	287	AJ291609	N	Y
AAG33663	aac6ib	470	AY007784	N	Y
P14510	aac6ib	358	0	N	Y
ABO47753	aac6ib	287	EF184216	N	Y
AAR25030	aac6ib	562	AY458016	N	N
ABV68902	aac6ib	648	EU143766	N	N
ABM47029	aac6ib	573	EF100892	N	Y
AAG17706	aac6ib	573	AF282595	N	N
ABC17627	aac6ib	562	DQ303918	N	Y
AAT94164	aac6ib	85698	AY686225	N	N
AAA26550	aac6ib	615	M23634	N	N
AAT70804	aac6ib	573	AY648364	N	N
CAH04649	aac6ib	287	AJ784256	N	Y
ABA26533	aac6ib	287	DQ139278	N	Y
AAY43209	aac6ib	287	AY920928	N	Y
ABA43631	aac6ib	287	AY033653	N	N
AAL47547	aac6ib	303	AY065966	N	Y
ABF82269	aac6ib	470	DQ532122	N	Y
ABA26535	aac6ib	287	DQ139279	N	Y
BAF73939	aac6ib	1282	AB291064	N	Y
AAD44726	aac6ib	32630	AF139870	N	N
AAW29412	aac6ib	562	L06822	N	N
CAI94378	aac6ib	287	AJ969237	N	Y
AAY33959	aac6ib	562	AY970968	N	Y
AAP74379	aac6ib	470	AY307114	N	Y
AAT70785	aac6ib	573	AY648345	N	N
AAT70816	aac6ib	573	AY648376	N	N
AAX14004	aac6ib	470	AY922989	N	Y
AAW62315	aac6ib	287	AY866525	N	N
AAK58419	aac6ib	287	AF315351	N	Y
AAZ76546	aac6ib	573	DQ141317	N	N
AAK51921	aac6ib	573	AF360377	N	N
ABO21795	aac6ib	287	EF138817	N	N
AAZ04367	aac6ib	287	DQ089809	N	Y
CAC85641	aac6ib	470	AJ319747	N	Y
CAJ13500	aac6ib	573	AM040449	N	N
AAK51933	aac6ib	573	AF360389	N	N
CAF18332	aac6ib	180434	AJ621187	N	Y
AAT70814	aac6ib	573	AY648374	N	N
AAT70806	aac6ib	573	AY648366	N	N
ABD75722	aac6ib	287	DQ236171	N	Y
ABP52022	aac6ib	562	EF516991	N	N
CAJ13582	aac6ib	562	AM040709	N	Y
BAE66666	aac6ib	127906	AB219236	N	Y
ABV48776	aac6ib	303	EU137667	N	N
ABB00018	aac6ib	287	DQ219465	N	N
AAN41403	aac6ib	602	AY136758	N	Y
BAD38628	aac6ib	287	AB188812	N	N
AAX07483	aac6ib	303	AY907717	N	N
ABV53913	aac6ib	562	EU130558	N	Y
ABF70498	aac6ib	287	DQ522234	N	N
BAF73941	aac6ib	1290	AB291065	N	Y
AAS89469	aac6ib	470	AY557339	N	N
ABN48510	aac6ib	470	EF375699	N	Y
CAF05909	aac6ib	287	AJ620678	N	Y
AAL10408	aac6ib	615	AF416297	N	Y
ABQ01128	aac6ib	77133	EF514365	N	Y
ABS49895	aac6ib	562	EF415651	N	N
AAS92349	aac6ib	287	AY509609	N	Y
ABQ16537	aac6ib	573	EF542812	N	N
AAD44723	aac6ib	32630	AF139867	N	N
AAZ99891	aac6ib	29430	DQ174291	N	Y
AAD02244	aac6ib	287	AF043381	Y	Y
ABO88212	aac6ib	562	EF501992	N	N
ABU40594	aac6ib	40215	EU014166	N	Y
AAK51923	aac6ib	573	AF360379	N	N
AAU93498	aac6ib	573	AY675227	N	N
AAX93313	aac6ib	287	AY913772	N	Y
ABV68904	aac6ib	646	EU143768	N	Y
NP_608307	aac6ib	573	NC_003486	Y	Y
ABD58904	aac6ib	287	DQ393781	N	N
BAA08931	aac6ib	615	D50438	N	Y
AAN41418	aac6ib	77133	AY139594	N	N
AAT70787	aac6ib	573	AY648347	N	N
AAX18262	aac6ib	562	AY878717	N	Y
AAK59384	aac6ib	287	AY033653	N	Y
ABD58922	aac6ib	287	DQ393784	N	Y
AAT70793	aac6ib	573	AY648353	N	N
ABB89119	aac6ib	58095	DQ278189	N	Y
ABD75720	aac6ib	287	DQ236170	N	Y
ABA26528	aac6ib	287	DQ139276	N	Y
AAL35587	aac6ib	197	AF439785	N	Y
AAT70800	aac6ib	573	AY648360	N	N
CAF31404	aac6ib	287	AJ628135	N	Y
AAN63498	aac6ib	287	AF317511	N	N
BAD98929	aac6ib	287	AB214531	N	Y
AAZ14840	aac6ib	32002	DQ112222	N	N
AAX07480	aac6ib	303	AY907717	N	Y
ABB99433	aac6ib	287	DQ287356	N	N
BAD73861	aac6ib	287	AB195796	N	Y
CAJ32496	aac6ib	287	AM087408	N	Y
ABQ01126	aac6ib	77133	EF514363	N	Y
ABU55430	aac6ib	550	EU085533	N	Y
AAB88285	aac6ib	2578	AF012280	N	N
AAK51920	aac6ib	573	AF360376	Y	Y
CAI94355	aac6ib	287	AJ969234	N	Y
ABO28757	aac6ib	573	EF443074	N	Y
ABQ59227	aac6ib	470	EF590261	N	N
AAD44720	aac6ib	32630	AF139864	N	N
AAM27274	aac6ib	287	AF418284	N	Y
AAZ82492	aac6ib	573	DQ153218	N	Y
AAU89126	aac6ib	648	AY740681	Y	Y
AAZ14833	aac6ib	32002	DQ112222	N	Y
AAT70812	aac6ib	573	AY648372	N	N
AAT70788	aac6ib	573	AY648348	N	N
ABQ16539	aac6ib	562	EF571008	N	N
AAK51925	aac6ib	573	AF360381	N	N
CAJ32501	aac6ib	287	AM087410	N	Y
ABN51216	aac6ib	573	EF375621	N	N
CAC35171	aac6ib	32002	AJ278514	N	Y
NP_957555	aac6ib	562	NC_005327	N	Y
AAS45464	aac6ib	470	AY536063	N	N
S30112	aac6ib	573	0	N	Y
AAX93310	aac6ib	287	AY913771	N	Y
AAA91886	aac6ib	294	L25617	N	Y
CAE46718	aac6ib	287	AJ581665	N	Y
AAS91183	aac6ib	287	AY574992	N	Y
AAP20919	aac6ib	562	AY259086	N	Y
ABQ01131	aac6ib	77133	EF514368	N	N
ABO88210	aac6ib	435321	EF501990	N	Y
ABK34448	aac6ib	28150	EF031554	N	Y
